1.html , Spring 2004 Women's Tennis Schedule,  Oct 18 (Sat) 09:00 AM, Patriot League Championship, Bethlehem Pa., Lehigh wins three titles,
1.html , Spring 2004 Women's Tennis Schedule,  Oct 25 (Sat), ITA Division I East Regional Championships, Blacksburg VA, Complete results,
312.html , 2014-2015 Men's Club Varsity Ice Hockey Schedule,  Feb 7 (Sat) 1:00:00 PM, Lehigh Alumni Game, Bethlehem PA Steel Ice Center, Na, Na
312.html , 2014-2015 Men's Club Varsity Ice Hockey Schedule,  Feb 13 (Fri) 8:00:00 PM, West Chester University, Bethlehem PA Steel Ice Center, W, 6-4,
312.html , 2014-2015 Men's Club Varsity Ice Hockey Schedule,  Feb 14 (Sat) 7:45:00 PM, West Chester University, West Chester PA Ice Line, W, 6-5,
312.html , 2014-2015 Men's Club Varsity Ice Hockey Schedule,  Feb 20 (Fri) 2:30 PM, Drexel University, West Chester PA Ice Line, L, 2-7,
314.html , 2014 Men's Cross Country Schedule,  Aug 29 (Fri) 6:15 p.m., Lehigh Invitational, Goodman Campus, Na,1 of 6,
314.html , 2014 Men's Cross Country Schedule,  Sep 13 (Sat) 10:45 a.m., Lafayette, Goodman Campus, W, 15-48,
314.html , 2014 Men's Cross Country Schedule,  Sep 25 (Thu) 5:30 p.m., Main Line Invitational, Haverford Pa., NTS,
314.html , 2014 Men's Cross Country Schedule,  Oct 4 (Sat) 10:00 a.m., Lehigh Paul Short Run, Goodman Campus, Na,9 of 42,
314.html , 2014 Men's Cross Country Schedule,  Oct 18 (Sat) 11:00 a.m., Princeton Inivitational, Princeton,N.J., Na,21 of 37,
314.html , 2014 Men's Cross Country Schedule,  Oct 18 (Sat) 11:40 a.m., Pre-Nationals, Terre Haute,Ind., Na,29 of 46,
314.html , 2014 Men's Cross Country Schedule,  Nov 1 (Sat) 12:00 p.m., Patriot League Championships, Goodman Campus, Na,6 of 10,
314.html , 2014 Men's Cross Country Schedule,  Nov 14 (Fri) 12:00 p.m., NCAA Mid-Atlantic Regional, University Park Pa., Na,9 of 23,
318.html , 2014-2015 Men's Golf Schedule,  Sep 6 (Sat) Sep 7 (Sun), Colgate Invitational, Hamilton N.Y., T6 of 14,
318.html , 2014-2015 Men's Golf Schedule,  Sep 19 (Fri) Sep 20 (Sat), Rutgers Invitational, Piscataway N.J., Na,5 of 18,
318.html , 2014-2015 Men's Golf Schedule,  Sep 26 (Fri) Sep 27 (Sat), Tuxedo Autumn Invitational, Tuxedo Park N.Y., Na,3 of 9,
318.html , 2014-2015 Men's Golf Schedule,  Oct 14 (Tue) 9:00 AM, Lafayette, Gladstone N.J., L, 7.5-8.5,
318.html , 2014-2015 Men's Golf Schedule,  Oct 18 (Sat) Oct 19 (Sun), Lehigh Invitational, Saucon Valley Country Club, Na,10 of 12,
318.html , 2014-2015 Men's Golf Schedule,  Mar 14 (Sat) Mar 15 (Sun), Mission Inn Spring Spectacular, Howie-in-the-Hills Fla., T12 of 18,
318.html , 2014-2015 Men's Golf Schedule,  Mar 30 (Mon) Mar 31 (Tue), Wildcat Invitational, Malvern Pa., Na,5 of 16,
318.html , 2014-2015 Men's Golf Schedule,  Apr 5 (Sun) Apr 6 (Mon), Lafayette Invitational, Easton Pa., Na,2 of 14,
318.html , 2014-2015 Men's Golf Schedule,  Apr 11 (Sat) Apr 12 (Sun), Navy Spring Invitational, Annapolis Md., Na,2 of 4,
318.html , 2014-2015 Men's Golf Schedule,  Apr 22 (Wed) 1:30 PM, Lafayette, Saucon Valley Country Club, W, 300-316,
318.html , 2014-2015 Men's Golf Schedule,  Apr 25 (Sat) 9:00 AM, Patriot League Championship, Hamilton N.Y., Na,6 of 8,
318.html , 2014-2015 Men's Golf Schedule,  Apr 26 (Sun) 9:00 AM, Patriot League Championship, Hamilton N.Y., Na,5 of 8,
319.html , 2014-2015 Men's Swimming and Diving Schedule,  Oct 11 (Sat) 1:30:00 PM, Boston University, Boston Mass., L, 113-178,
319.html , 2014-2015 Men's Swimming and Diving Schedule,  Oct 12 (Sun) 11:00:00 AM, Holy Cross, Worcester Mass., W, 162-127,
319.html , 2014-2015 Men's Swimming and Diving Schedule,  Oct 24 (Fri) 3:00:00 PM, West Chester, Jacobs Pool, L, 137-167,
319.html , 2014-2015 Men's Swimming and Diving Schedule,  Oct 25 (Sat) 1:00:00 PM, Rider, Jacobs Pool, L, 136-158,
319.html , 2014-2015 Men's Swimming and Diving Schedule,  Nov 1 (Sat) 1:00:00 PM, Colgate, Hamilton N.Y., W, 190-88,
319.html , 2014-2015 Men's Swimming and Diving Schedule,  Nov 21 (Fri) 4:00:00 PM  PLN, Lafayette, Bronx N.Y., W, 191-107,
320.html , 2014-2015 Women's Swimming and Diving Schedule,  Oct 11 (Sat) 1:30:00 PM, Boston University, Boston Mass., L, 125-169,
320.html , 2014-2015 Women's Swimming and Diving Schedule,  Oct 12 (Sun) 11:00:00 AM, Holy Cross, Worcester Mass., W, 157-126,
320.html , 2014-2015 Women's Swimming and Diving Schedule,  Oct 24 (Fri) 3:00:00 PM, West Chester, Jacobs Pool, W, 213-80,
320.html , 2014-2015 Women's Swimming and Diving Schedule,  Oct 25 (Sat) 1:00:00 PM, Rider, Jacobs Pool, W, 204-83,
320.html , 2014-2015 Women's Swimming and Diving Schedule,  Nov 1 (Sat) 1:00:00 PM, Colgate, Hamilton N.Y., L, 139-147,
320.html , 2014-2015 Women's Swimming and Diving Schedule,  Nov 21 (Fri) 4:00:00 PM  PLN, Lafayette, Bronx N.Y., W, 211.5-81.5,
321.html , 2014-2015 Women's Golf Schedule,  Sep 6 (Sat) Sep 7 (Sun), Bucknell Invitational, Lewisburg Pa., Na,7 of 14,
321.html , 2014-2015 Women's Golf Schedule,  Sep 20 (Sat) Sep 21 (Sun), Chesapeake Bay Invitational, Annapolis Md., Na,4 of 15,
321.html , 2014-2015 Women's Golf Schedule,  Oct 10 (Fri) Oct 11 (Sat), Rutgers Invitational, Piscataway N.J., Na,7 of 17,
321.html , 2014-2015 Women's Golf Schedule,  Oct 18 (Sat) Oct 19 (Sun), Princeton Invitational, Princeton N.J., Na,8 of 12,
321.html , 2014-2015 Women's Golf Schedule,  Oct 26 (Sun) Oct 27 (Mon), Lehigh Invitational, Saucon Valley Country Club, Na,2 of 9,
321.html , 2014-2015 Women's Golf Schedule,  Mar 9 (Mon) Mar 10 (Tue), Lonnie Barton Invitational, Daytona Beach Fla., Na,7 of 14,
321.html , 2014-2015 Women's Golf Schedule,  Mar 30 (Mon) Mar 31 (Tue), Middleburg Bank Intercollegiate, Williamsburg Va., Na,12 of 16,
321.html , 2014-2015 Women's Golf Schedule,  Apr 13 (Mon) Apr 14 (Tue), Red Flash Invitational, Johnstown Pa., T2 of 4,
321.html , 2014-2015 Women's Golf Schedule,  Apr 18 (Sat) 8:30 AM, Patriot League Championship, Annapolis Md., Na,2 of 6,
321.html , 2014-2015 Women's Golf Schedule,  Apr 19 (Sun) 8:30 AM, Patriot League Championship, Annapolis Md., Na,2 of 6,
323.html , 2014-2015 Men's Basketball Schedule,  Nov 14 (Fri) 8:00 pm  Fox Sports 2 ESPN Radio, #12 Villanova, Allentown Pa. (PPL Center), L, 66-77,
323.html , 2014-2015 Men's Basketball Schedule,  Nov 18 (Tue) 7:00 pm  PLN ESPN Radio, Canisius, Stabler Arena, L, 51-63,
323.html , 2014-2015 Men's Basketball Schedule,  Nov 21 (Fri) 7:00 pm  ESPN Radio, Rider, Lawrenceville NJ, L, 74-78,
323.html , 2014-2015 Men's Basketball Schedule,  Nov 23 (Sun) 2:00 pm  PLN ESPN Radio, Columbia, Stabler Arena, L, 44-54,
323.html , 2014-2015 Men's Basketball Schedule,  Nov 26 (Wed) 8:00 pm  Fox Sports 1 ESPN Radio, DePaul, Chicago Ill., W, 86-74,
323.html , 2014-2015 Men's Basketball Schedule,  Nov 30 (Sun) 2:00 pm  PLN, Penn State Mont Alto, Stabler Arena, W, 100-74,
323.html , 2014-2015 Men's Basketball Schedule,  Dec 3 (Wed) 7:00 pm  PLN ESPN Radio, Saint Francis (Pa.), Stabler Arena, W, 61-59,
323.html , 2014-2015 Men's Basketball Schedule,  Dec 6 (Sat) 2:00 pm  ESPN Radio, LIU Brooklyn, Brooklyn N.Y., W, 80-76,
323.html , 2014-2015 Men's Basketball Schedule,  Dec 18 (Thu) 7:00 pm  ESPN Radio, Quinnipiac, Hamden Conn., L, 65-80,
323.html , 2014-2015 Men's Basketball Schedule,  Dec 20 (Sat) 9:00 pm  Pac-12 Network ESPN Radio, Arizona State, Tempe Ariz., W, 84-81 3OT,
323.html , 2014-2015 Men's Basketball Schedule,  Dec 28 (Sun) 5:00 pm  ESPN Radio, University of Maryland Baltimore County, Baltimore Md., W, 58-55,
323.html , 2014-2015 Men's Basketball Schedule,  Dec 31 (Wed) 2:00 pm  Service Electric, PLN ESPN Radio, Colgate, Stabler Arena, L, 61-68,
323.html , 2014-2015 Men's Basketball Schedule,  Jan 3 (Sat) 1 pm  PLN ESPN Radio, Boston University, Boston Mass., L, 56-75,
323.html , 2014-2015 Men's Basketball Schedule,  Jan 7 (Wed) 7:00 pm  ESPN Radio, Army, West Point N.Y., W, 71-60,
323.html , 2014-2015 Men's Basketball Schedule,  Jan 10 (Sat) 2:00 pm  PLN ESPN Radio, Loyola, Stabler Arena, L, 60-65,
323.html , 2014-2015 Men's Basketball Schedule,  Jan 14 (Wed) 7:30 pm  PLN ESPN Radio, American, Washington D.C., L, 59-62,
323.html , 2014-2015 Men's Basketball Schedule,  Jan 17 (Sat) 2:00 pm  PLN ESPN Radio, Holy Cross, Stabler Arena, W, 69-64,
323.html , 2014-2015 Men's Basketball Schedule,  Jan 21 (Wed) 7:00 pm  Service Electric Ch. 50, PLN ESPN Radio, Navy, Stabler Arena, W, 61-47,
323.html , 2014-2015 Men's Basketball Schedule,  Jan 24 (Sat) 2:00 pm  PLN ESPN Radio, Lafayette, Easton Pa., W, 75-71,
323.html , 2014-2015 Men's Basketball Schedule,  Jan 28 (Wed) 8:00 pm  American Sports Network ESPN Radio, Bucknell, Lewisburg Pa., L, 62-68,
323.html , 2014-2015 Men's Basketball Schedule,  Jan 31 (Sat) 2:00 pm  Service Electric 2 Sports, PLN ESPN Radio, Boston University, Stabler Arena, W, 89-86,
323.html , 2014-2015 Men's Basketball Schedule,  Feb 4 (Wed) 7:00 pm  Service Electric Channel 50, PLN ESPN Radio, Army, Stabler Arena, W, 103-74,
323.html , 2014-2015 Men's Basketball Schedule,  Feb 7 (Sat) 7:00 pm  PLN ESPN Radio, Loyola, Baltimore Md., W, 69-63,
323.html , 2014-2015 Men's Basketball Schedule,  Feb 12 (Thu) 7:00 pm  CBS Sports Network ESPN Radio, American, Stabler Arena, W, 65-58,
323.html , 2014-2015 Men's Basketball Schedule,  Feb 14 (Sat) 3:00 pm  PLN ESPN Radio, Holy Cross, Worcester Mass., L, 52-58,
323.html , 2014-2015 Men's Basketball Schedule,  Feb 18 (Wed) 7:00 pm  PLN ESPN Radio, Navy, Annapolis Md., W, 59-53,
323.html , 2014-2015 Men's Basketball Schedule,  Feb 22 (Sun) 12:00 pm  Service Electric/PLN or CBS Sports Network ESPN Radio, Lafayette, Stabler Arena, L, 61-63,
323.html , 2014-2015 Men's Basketball Schedule,  Feb 25 (Wed) 7:00 pm  Service Electric, PLN ESPN Radio, Bucknell, Stabler Arena, W, 84-65,
323.html , 2014-2015 Men's Basketball Schedule,  Feb 28 (Sat) 12:00 pm  CBS Sports Network ESPN Radio, Colgate, Hamilton N.Y., L, 55-61,
323.html , 2014-2015 Men's Basketball Schedule,  Mar 5 (Thu) 7:00 pm  SE2, PLN ESPN Radio, American, Stabler Arena, L, 62-68,
324.html , 2014-2015 Women's Basketball Schedule,  Nov 15 (Sat) 7 p.m.  WLVR 91.3 FM, Monmouth, West Long Branch N.J., W, 82-70,
324.html , 2014-2015 Women's Basketball Schedule,  Nov 17 (Mon) 7 p.m.  PLN WLVR 91.3 FM, East Stroudsburg, Stabler Arena, W, 77-53,
324.html , 2014-2015 Women's Basketball Schedule,  Nov 21 (Fri) 7 p.m.  WLVR 91.3 FM, NJIT, Newark N.J., W, 74-54,
324.html , 2014-2015 Women's Basketball Schedule,  Nov 25 (Tue) 7 p.m.  WLVR 91.3 FM, Saint Peter's, Jersey City N.J., W, 70-58,
324.html , 2014-2015 Women's Basketball Schedule,  Nov 30 (Sun) 1 p.m., Sacred Heart, Fairfield Conn., W, 85-77,
324.html , 2014-2015 Women's Basketball Schedule,  Dec 2 (Tue) 11 a.m.  PLN WLVR 91.3 FM, Hampton, Stabler Arena, W, 85-67,
324.html , 2014-2015 Women's Basketball Schedule,  Dec 4 (Thu) 7 p.m.  WLVR 91.3 FM, Saint Joseph's, Philadelphia Pa., W, 73-71,
324.html , 2014-2015 Women's Basketball Schedule,  Dec 20 (Sat) 3 p.m.  WLVR 91.3 FM, Arizona State, Tempe Ariz., L, 61-81,
324.html , 2014-2015 Women's Basketball Schedule,  Dec 21 (Sun) 2 p.m.  WLVR 91.3 FM, Eastern Illinois, Tempe Ariz., W, 72-69,
324.html , 2014-2015 Women's Basketball Schedule,  Dec 28 (Sun) 2 p.m.  PLN WLVR 91.3 FM, Duquesne, Stabler Arena, L, 75-82,
324.html , 2014-2015 Women's Basketball Schedule,  Dec 31 (Wed) 2 p.m.  PLN WLVR 91.3 FM, Colgate, Hamilton N.Y., W, 86-68,
324.html , 2014-2015 Women's Basketball Schedule,  Jan 3 (Sat) 2 p.m.  SE2/PLN WLVR 91.3 FM, Boston University, Stabler Arena, W, 85-64,
324.html , 2014-2015 Women's Basketball Schedule,  Jan 7 (Wed) 7 p.m.  SE2/PLN WLVR 91.3 FM, Army, Stabler Arena, W, 63-51,
324.html , 2014-2015 Women's Basketball Schedule,  Jan 10 (Sat) 2 p.m.  PLN WLVR 91.3 FM, Loyola, Baltimore Md., L, 52-64,
324.html , 2014-2015 Women's Basketball Schedule,  Jan 14 (Wed) 7 p.m.  SE2/PLN WLVR 91.3 FM, American, Stabler Arena, L, 73-75 OT,
324.html , 2014-2015 Women's Basketball Schedule,  Jan 17 (Sat) 1:00 p.m.  PLN WLVR 91.3 FM, Holy Cross, Worcester Mass., W, 66-60,
324.html , 2014-2015 Women's Basketball Schedule,  Jan 21 (Wed) 7 p.m.  PLN WLVR 91.3 FM, Navy, Annapolis Md., L, 44-47,
324.html , 2014-2015 Women's Basketball Schedule,  Jan 25 (Sun) 1 p.m.  ASN/PLN WLVR 91.3 FM, Lafayette, Stabler Arena, W, 65-60,
324.html , 2014-2015 Women's Basketball Schedule,  Jan 28 (Wed) 7 p.m.  SE2/PLN WLVR 91.3 FM, Bucknell, Stabler Arena, W, 76-61,
324.html , 2014-2015 Women's Basketball Schedule,  Jan 31 (Sat) 2 p.m.  PLN WLVR 91.3 FM, Boston University, Boston Mass., W, 78-71,
324.html , 2014-2015 Women's Basketball Schedule,  Feb 4 (Wed) 7 p.m.  PLN WLVR 91.3 FM, Army, West Point N.Y., L, 62-66,
324.html , 2014-2015 Women's Basketball Schedule,  Feb 7 (Sat) 2 p.m.  SE2/PLN WLVR 91.3 FM, Loyola, Stabler Arena, W, 75-61,
324.html , 2014-2015 Women's Basketball Schedule,  Feb 11 (Wed) 7 p.m.  PLN WLVR 91.3 FM, American, Washington D.C., L, 64-74,
324.html , 2014-2015 Women's Basketball Schedule,  Feb 14 (Sat) 2 p.m.  SE2/PLN WLVR 91.3 FM, Holy Cross, Stabler Arena, W, 71-58,
324.html , 2014-2015 Women's Basketball Schedule,  Feb 18 (Wed) 7 p.m.  SE2/PLN WLVR 91.3 FM, Navy, Stabler Arena, L, 44-50,
324.html , 2014-2015 Women's Basketball Schedule,  Feb 21 (Sat) 2 p.m.  PLN ESPN Radio 1230 and 1320 AM, Lafayette, Easton Pa., L, 51-59,
324.html , 2014-2015 Women's Basketball Schedule,  Feb 25 (Wed) 7 p.m.  PLN WLVR 91.3 FM, Bucknell, Lewisburg Pa., L, 61-69,
324.html , 2014-2015 Women's Basketball Schedule,  Feb 28 (Sat) 7:30 p.m.  SE2/PLN ESPN Radio 1230 and 1320 AM, Colgate, Stabler Arena, L, 60-61,
324.html , 2014-2015 Women's Basketball Schedule,  Mar 6 (Fri) 6 p.m.  PLN ESPN Radio 1230 and 1320 AM, No. 3 Holy Cross, Worcester Mass., W, 75-62,
324.html , 2014-2015 Women's Basketball Schedule,  Mar 9 (Mon) 7 p.m.  PLN ESPN Radio 1230 and 1320 AM, No. 2 Army, West Point N.Y., W, 76-57,
324.html , 2014-2015 Women's Basketball Schedule,  Mar 14 (Sat) 6 p.m.  CBS Sports Network ESPN Radio 1230 and 1320 AM, No. 1 American, Washington D.C, L, 50-66,
325.html , 2014 Tickets & Venues Schedule,  Oct 16 (Thu) 8:00pm-11:00pm, Verge College Campus Fall Tour, Bethlehem Stabler Arena, Na, Na
325.html , 2014 Tickets & Venues Schedule,  Oct 18 (Sat) 7:00PM, Flo Wrestling "Who's #1", Bethlehem Stabler Arena, Na, Na
325.html , 2014 Tickets & Venues Schedule,  Oct 30 (Thu) Jan 1 (Mon), Ringling Bros Super Circus Heros, Bethlehem Stabler Arena, Na, Na
325.html , 2014 Tickets & Venues Schedule,  Nov 1 (Sat) 11AM/3pm/7pm, Ringling Bros Super Circus Heros, Bethlehem Stabler Arena, Na, Na
325.html , 2014 Tickets & Venues Schedule,  Nov 2 (Sun) 12n / 4pm, Ringling Bros Super Circus Heros, Bethlehem Stabler Arena, Na, Na
325.html , 2014 Tickets & Venues Schedule,  Nov 8 (Sat) Nov 9 (Sun), King of Mountain Lacrosse Tournament, Bethlehem Goodman Campus, Na, Na
325.html , 2014 Tickets & Venues Schedule,  Nov 14 (Fri) 7:00PM, NEWSBOYS "WE BELIEVE TOUR", Bethlehem Stabler Arena, Na, Na
325.html , 2014 Tickets & Venues Schedule,  Dec 13 (Sat) 10:00am, USATF Natl Club XC Championships, Bethlehem Goodman Campus, Na, Na
329.html , 2015 Men's Lacrosse Schedule,  Feb 7 (Sat) 12:00 pm  PLN, Marquette, Ulrich Sports Complex, L, 9-10,
329.html , 2015 Men's Lacrosse Schedule,  Feb 14 (Sat) 11:00 am, Furman, Greenville S.C., W, 14-11,
329.html , 2015 Men's Lacrosse Schedule,  Feb 21 (Sat) 10:00 am  PLN, Boston University, Ulrich Sports Complex, W, 10-9,
329.html , 2015 Men's Lacrosse Schedule,  Feb 28 (Sat) 2:00 pm  PLN, #14/15 Loyola, Baltimore Md., L, 8-11,
329.html , 2015 Men's Lacrosse Schedule,  Mar 7 (Sat) 1:00 pm  PLN, Bucknell, Ulrich Sports Complex, L, 8-9 OT,
329.html , 2015 Men's Lacrosse Schedule,  Mar 10 (Tue) 7:00 pm  Lehighsports.com, #14/15 Villanova, Villanova Pa., L, 3-8,
329.html , 2015 Men's Lacrosse Schedule,  Mar 14 (Sat) 2:30 pm  PLN, Navy, Annapolis Md., L, 12-13,
329.html , 2015 Men's Lacrosse Schedule,  Mar 17 (Tue) 7:00 pm  PLN, #5/6 Denver, Ulrich Sports Complex, L, 4-10,
329.html , 2015 Men's Lacrosse Schedule,  Mar 21 (Sat) 1:00 pm  American Sports Network, PLN, #18/19 Army, Ulrich Sports Complex, L, 5-7,
329.html , 2015 Men's Lacrosse Schedule,  Mar 24 (Tue) 3:00 pm  ESPN3 Lehighsports.com, Monmouth, West Long Branch N.J., W, 16-5,
329.html , 2015 Men's Lacrosse Schedule,  Mar 28 (Sat) 3:00 pm  PLN, Holy Cross, Worcester Mass., W, 19-7,
329.html , 2015 Men's Lacrosse Schedule,  Apr 4 (Sat) 2:00 pm  PLN, Colgate, Hamilton N.Y., L, 8-12,
329.html , 2015 Men's Lacrosse Schedule,  Apr 7 (Tue) 7:30 pm  PLN, #14/18 Princeton, Ulrich Sports Complex, W, 16-15,
329.html , 2015 Men's Lacrosse Schedule,  Apr 12 (Sun) 3:00 pm  Lehighsports.com, #18/14 Stony Brook, Stony Brook N.Y., W, 12-11,
329.html , 2015 Men's Lacrosse Schedule,  Apr 17 (Fri) 7:00 pm  PLN, Lafayette, Ulrich Sports Complex, W, 11-10,
329.html , 2015 Men's Lacrosse Schedule,  Apr 21 (Tue) 7:00 PM  Patriot League Network, #20 Bucknell (Quarterfinals), Lewisburg Pa., L, 8-13,
331.html , 2015 Women's Lacrosse Schedule,  Feb 14 (Sat) 1:00 pm, #10 Penn State, University Park Pa., L, 7-15,
331.html , 2015 Women's Lacrosse Schedule,  Feb 20 (Fri) 2:30 pm, UC Davis, Ulrich Sports Complex, W, 7-2,
331.html , 2015 Women's Lacrosse Schedule,  Feb 22 (Sun) 1:00 pm, Niagara, Ulrich Sports Complex, W, 14-7,
331.html , 2015 Women's Lacrosse Schedule,  Feb 28 (Sat) 1:00 pm, Fairfield, Ulrich Sports Complex, L, 4-5,
331.html , 2015 Women's Lacrosse Schedule,  Mar 6 (Fri) 5:00 pm, Bucknell, Lewisburg Pa., Postponed,
331.html , 2015 Women's Lacrosse Schedule,  Mar 10 (Tue) 3:00 pm  ESPN3, Jacksonville, Jacksonville Fla., L, 7-13,
331.html , 2015 Women's Lacrosse Schedule,  Mar 14 (Sat) 1:00 pm, Colgate, Ulrich Sports Complex, L, 7-13,
331.html , 2015 Women's Lacrosse Schedule,  Mar 18 (Wed) 7:30 pm, Lafayette, Easton Pa., W, 15-6,
331.html , 2015 Women's Lacrosse Schedule,  Mar 21 (Sat) 4:00 pm, #16 Loyola, Ulrich Sports Complex, L, 6-10,
331.html , 2015 Women's Lacrosse Schedule,  Mar 24 (Tue) 5:00 pm, Bucknell, Lewisburg Pa., W, 17-4,
331.html , 2015 Women's Lacrosse Schedule,  Mar 26 (Thu) 4:00 pm, Mount St. Mary's, Emmitsburg Md., W, 16-8,
331.html , 2015 Women's Lacrosse Schedule,  Mar 28 (Sat) 12:00 pm, Bryant, Smithfield R.I., W, 9-8,
331.html , 2015 Women's Lacrosse Schedule,  Mar 31 (Tue) 7:00 pm  Big Ten Network, Rutgers, Piscataway N.J., W, 10-8,
331.html , 2015 Women's Lacrosse Schedule,  Apr 4 (Sat) 1:00 pm, Boston University, Ulrich Sports Complex, L, 5-8,
331.html , 2015 Women's Lacrosse Schedule,  Apr 8 (Wed) 7:00 pm, Navy, Ulrich Sports Complex, L, 3-8,
331.html , 2015 Women's Lacrosse Schedule,  Apr 12 (Sun) 1:00 pm, American, Washington D.C., W, 16-6,
331.html , 2015 Women's Lacrosse Schedule,  Apr 17 (Fri) 5:00 pm, Holy Cross, Worcester Mass., W, 11-8,
331.html , 2015 Women's Lacrosse Schedule,  Apr 21 (Tue) 3:00 pm  Patriot League Network, Boston University (Quarterfinals), Boston Mass., L, 7-8,
337.html , 2015 Softball Schedule,  Feb 20 (Fri) 1:00:00 PM, Fairleigh Dickinson, Chapel Hill N.C., Cancelled,
337.html , 2015 Softball Schedule,  Feb 20 (Fri) 3:00:00 PM, Radford, Chapel Hill N.C., Cancelled,
337.html , 2015 Softball Schedule,  Feb 21 (Sat) 10:30:00 AM, Campbell, Chapel Hill N.C., Cancelled,
337.html , 2015 Softball Schedule,  Feb 21 (Sat) 6:00:00 PM, North Carolina, Chapel Hill N.C., Cancelled,
337.html , 2015 Softball Schedule,  Feb 27 (Fri) 11:00 AM, Omaha, Orlando Fla., W, 6-5,
337.html , 2015 Softball Schedule,  Feb 27 (Fri) 3:30 PM, Indiana, Orlando Fla., L, 7-15 6 innings,
337.html , 2015 Softball Schedule,  Feb 28 (Sat) 4:00 PM, Maryland, Orlando Fla., Cancelled,
337.html , 2015 Softball Schedule,  Feb 28 (Sat) 8:30 PM, #23 Notre Dame, Orlando Fla., Cancelled,
